team_id;fifa_version;team_name;league_name;league_level;nationality_id;nationality_name;coach_id;home_stadium;international_prestige
1892;15;Paços de Ferreira;Liga Portugal;1;38;Portugal;94328;Arena del Centenario (Estadio del Pueblo);9
1893;15;Marítimo;Liga Portugal;1;38;Portugal;3526169;Molton Road (Sheldon Stadium);10
1896;15;Sporting Braga;Liga Portugal;1;38;Portugal;37522422;La Canchita (El Reducto);13
1898;15;Boavista;Liga Portugal;1;38;Portugal;6971228;Estadio de las Artes (Generic Stadium NG);7
1900;15;Moreirense;Liga Portugal;1;38;Portugal;1533144;Court Lane;2
1901;15;Associação Académica de Coimbra;Liga Portugal;1;38;Portugal;507784;Stade Kokoto (Generic Africa 2);8
1903;15;FC Utrecht;Eredivisie;1;34;Netherlands;523972;Ivy Lane;9
1904;15;NAC Breda;Eredivisie;1;34;Netherlands;458509;Stadion Neder;7
1906;15;AZ Alkmaar;Eredivisie;1;34;Netherlands;459182;Stadion Neder;10
1907;15;Willem II;Eredivisie;1;34;Netherlands;23716;Stadion Neder;5
1908;15;FC Twente;Eredivisie;1;34;Netherlands;456555;Waldstadion (Fussballstadion);11
1909;15;Vitesse;Eredivisie;1;34;Netherlands;23029;Stade Municipal;10
1913;15;SC Heerenveen;Eredivisie;1;34;Netherlands;37524893;Waldstadion (Fussballstadion);9
1914;15;PEC Zwolle;Eredivisie;1;34;Netherlands;896485;Crown Lane;7
1915;15;FC Groningen;Eredivisie;1;34;Netherlands;19282253;Waldstadion (Fussballstadion);9
1917;15;Wigan Athletic;League One;2;14;England;37552530;Ivy Lane;13
1919;15;Bristol City;Championship;3;14;England;896553;Court Lane;6
1920;15;Oldham Athletic;League Two;3;14;England;24;Court Lane;4
1923;15;Luton Town;Premier League;4;14;England;7016;Court Lane;5
1924;15;Chesterfield;League Two;3;14;England;455350;Court Lane;4
1925;15;Brentford;Premier League;2;14;England;24427744;Crown Lane;4
1926;15;Blackpool;League One;2;14;England;524310;Molton Road (Sheldon Stadium);7
1928;15;Port Vale;League One;3;14;England;524236;Court Lane;4
1929;15;Plymouth Argyle;Championship;4;14;England;7101;Molton Road (Sheldon Stadium);3
1930;15;Northampton Town;League One;4;14;England;37430718;Court Lane;2
1932;15;Barnsley;League One;3;14;England;1458;Ivy Lane;7
1933;15;Wycombe Wanderers;League One;4;14;England;1819;Court Lane;3
1934;15;Swindon Town;League Two;3;14;England;15322;Court Lane;5
1935;15;Colchester United;League Two;3;14;England;1773;Court Lane;5
1936;15;Cheltenham Town;League One;4;14;England;468;Court Lane;2
1937;15;Notts County;League Two;3;14;England;524299;Ivy Lane;6
1938;15;Peterborough United;League One;3;14;England;1749;Court Lane;7
1939;15;Huddersfield Town;Championship;2;14;England;2151;Molton Road (Sheldon Stadium);5
1940;15;Mansfield Town;League Two;4;14;England;455570;Crown Lane;2
1941;15;Hartlepool United;League Two;4;14;England;524428;Town Park;3
1943;15;AFC Bournemouth;Premier League;2;14;England;270;Court Lane;5
1944;15;Cambridge United;League One;4;14;England;27048405;Town Park;2
1945;15;Bury;League One;4;14;England;;Court Lane;4
1948;15;York City;League Two;4;14;England;896545;Town Park;2
1949;15;Scunthorpe United;League Two;3;14;England;524249;Court Lane;5
1951;15;Oxford United;League One;4;14;England;455357;Court Lane;4
1952;15;Hull City;Championship;1;14;England;126;MKM Stadium;11
1954;15;Southend United;League Two;4;14;England;6711;Court Lane;4
1955;15;Rochdale;League Two;3;14;England;456159;Crown Lane;4
1958;15;Leyton Orient;League One;3;14;England;2103;Court Lane;5
1960;15;Swansea City;Championship;1;14;England;904;Swansea.com Stadium;14
1961;15;Cardiff City;Championship;2;14;England;869;Molton Road (Sheldon Stadium);8
1970;15;Tigres UANL;Liga MX;1;83;Mexico;896765;El Libertador (La Bombastico);7
1971;15;Excelsior;Eredivisie;1;34;Netherlands;4187834;Town Park;4
2007;15;Sporting Lokeren;Jupiler Pro League;1;7;Belgium;7713957;Ivy Lane;8
2023;15;Ponferradina;La Liga 2;2;45;Spain;458512;Court Lane;3
2038;15;Avellino;Serie B;2;27;Italy;37542467;Stadio Classico;4
2055;15;Sangju Sangmu;K League 1;1;167;Korea Republic;942497;Stade Kokoto (Generic Africa 2);1
10020;15;Estoril;Liga Portugal;1;38;Portugal;160758;Akaaroa Stadium;7
10029;15;TSG Hoffenheim;Bundesliga;1;21;Germany;458614;Waldstadion (Fussballstadion);13
10030;15;Paderborn;2. Bundesliga;1;21;Germany;896619;Molton Road (Sheldon Stadium);7
15005;15;Zulte-Waregem;Jupiler Pro League;1;7;Belgium;60361;Euro Arena;8
15009;15;Rheindorf Altach;Bundesliga;1;4;Austria;29560;Town Park;2
15015;15;Burton Albion;League One;4;14;England;11018;Court Lane;2
15021;15;Sabadell;La Liga 2;2;45;Spain;22909;Estadio Nacional (El Medio);6
15029;15;Universidad de Chile;Primera Division;1;55;Chile;232657;El Monumento (Estadio Latino);7
15048;15;Tranmere Rovers;League Two;4;14;England;896498;Ivy Lane;4
100081;15;Kortrijk;Jupiler Pro League;1;7;Belgium;60268;Court Lane;6
100409;15;FC Augsburg;Bundesliga;1;21;Germany;38927;Stade Municipal;10
100626;15;FC Dordrecht;Eredivisie;1;34;Netherlands;19289999;Court Lane;3
100632;15;Go Ahead Eagles;Eredivisie;1;34;Netherlands;455925;Molton Road (Sheldon Stadium);5
100634;15;Heracles Almelo;Eredivisie;1;34;Netherlands;2510291;Molton Road (Sheldon Stadium);7
100741;15;FC Penafiel;Liga Portugal;1;38;Portugal;24818817;Crown Lane;1
100765;15;Lokomotiv Moskva;Premier League;1;40;Russia;524533;Waldstadion (Fussballstadion);15
100767;15;Spartak Moskva;Premier League;1;40;Russia;1854949;Sanderson Park (FIFA 13 NEW generic);16
100768;15;Torpedo Moscow;Premier League;1;40;Russia;1533141;Town Park;7
100769;15;Zenit St. Petersburg;Premier League;1;40;Russia;169214;Stadion 23. Maj;17
100804;15;St. Johnstone;Premiership;1;42;Scotland;1742;Court Lane;5
100805;15;St. Mirren;Premiership;1;42;Scotland;524215;Court Lane;5
100831;15;Alcorcón;La Liga 2;2;45;Spain;896662;Town Park;6
100888;15;Leganés;La Liga 2;2;45;Spain;456080;Stadion 23. Maj;2
101014;15;?stanbul Ba?ak?ehir;Super Lig;1;48;Turkey;380;Stadion Neder;9
101024;15;Gaziantepspor;Super Lig;1;48;Turkey;387349;Arena d'Oro;11
101025;15;Gençlerbirli?i;Super Lig;1;48;Turkey;460450;Euro Arena;11
101033;15;Konyaspor;Super Lig;1;48;Turkey;3568847;Euro Arena;4
101036;15;Mersin ?dman Yurdu;Super Lig;1;48;Turkey;12016966;Sanderson Park (FIFA 13 NEW generic);9
101037;15;Rizespor;Super Lig;1;48;Turkey;18228014;Stadion Neder;4
101041;15;Sivasspor;Super Lig;1;48;Turkey;523954;Arena d'Oro;12
101059;15;Shakhtar Donetsk;Premier League;1;49;Ukraine;456680;Donbass Arena;14
101083;15;Estudiantes;Liga Profesional;1;52;Argentina;6972914;O Dromo;8
101084;15;Gimnasia La Plata;Liga Profesional;1;52;Argentina;468236;Stadio Classico;5
101085;15;Racing Club;Liga Profesional;1;52;Argentina;128851;El Libertador (La Bombastico);11
101088;15;Vélez Sarsfield;Liga Profesional;1;52;Argentina;260206;Estadio Nacional (El Medio);11
101097;15;Audax Italiano;Primera Division;1;55;Chile;458577;Molton Road (Sheldon Stadium);4
101100;15;Atlético Nacional;Liga BetPlay;1;56;Colombia;36084458;O Dromo;8
101101;15;Junior;Liga BetPlay;1;56;Colombia;1030277;O Dromo;6
101102;15;Deportivo Cali;Liga BetPlay;1;56;Colombia;474734;O Dromo;6
101103;15;Independiente Medellín;Liga BetPlay;1;56;Colombia;235436;El Libertador (La Bombastico);5
101104;15;Santa Fe;Liga BetPlay;1;56;Colombia;19264859;El Libertador (La Bombastico);5
101105;15;Millonarios;Liga BetPlay;1;56;Colombia;3526244;El Libertador (La Bombastico);9
101106;15;Once Caldas;Liga BetPlay;1;56;Colombia;471824;O Dromo;6
101112;15;Vancouver Whitecaps;Major League Soccer;1;95;United States;37590075;BC Place Stadium;6
101114;15;Atlas;Liga MX;1;83;Mexico;460370;O Dromo;5
105035;15;Netherlands;Friendly International;;34;Netherlands;37523072;Johan Cruijff ArenA;17
110062;15;Girona;La Liga;2;45;Spain;186018;Stadio Classico;6
110069;15;Mirandés;La Liga 2;2;45;Spain;185262;Town Park;2
110081;15;Northern Ireland;Friendly International;;35;Northern Ireland;1452907;Ivy Lane;5
110089;15;Kuban Krasnodar;Premier League;1;40;Russia;171174;Euro Arena;11
110093;15;Independiente;Liga Profesional;1;52;Argentina;456309;El Libertador (La Bombastico);12
110106;15;FC Mordovia Saransk;Premier League;1;40;Russia;463883;Euro Park;2
110109;15;Terek Grozny;Premier League;1;40;Russia;1533141;Eastpoint Arena (Football Ground);12
110144;15;Santos Laguna;Liga MX;1;83;Mexico;1854951;Estadio Presidente G.Lopes;9
110145;15;Tiburones Rojos de Veracruz;Liga MX;1;83;Mexico;1553640;Stadio Classico;3
110147;15;Pachuca;Liga MX;1;83;Mexico;455745;Stade Municipal;8
110150;15;Querétaro;Liga MX;1;83;Mexico;252780;O Dromo;4
110152;15;Puebla;Liga MX;1;83;Mexico;470363;Estadio Nacional (El Medio);4
110178;15;Sandhausen;3. Liga;2;21;Germany;896531;Court Lane;3
110227;15;Rubin Kazan;Premier League;1;40;Russia;882970;Stadion Europa (Generic Europe 2);13
110231;15;FC Rostov;Premier League;1;40;Russia;10264954;Stadion 23. Maj;12
110234;15;Amkar Perm;Premier League;1;40;Russia;1553390;Stadion 23. Maj;12
110313;15;Accrington Stanley;League Two;4;14;England;524572;Town Park;1
110316;15;GFC Ajaccio;Ligue 2;2;18;France;37655213;Town Park;1
110326;15;Tours FC;Ligue 2;2;18;France;465026;Euro Park;6
110329;15;St. Pauli;2. Bundesliga;2;21;Germany;31151;Ivy Lane;10
110364;15;Catania;Serie B;2;27;Italy;513778;Stadio Classico;13
110374;15;Fiorentina;Serie A;1;27;Italy;128261;Stadio Classico;16
110392;15;Atlético de Rafaela;Liga Profesional;1;52;Argentina;232813;Arena del Centenario (Estadio del Pueblo);3
110394;15;Arsenal de Sarandi;Liga Profesional;1;52;Argentina;896665;Arena del Centenario (Estadio del Pueblo);7
110395;15;Lanús;Liga Profesional;1;52;Argentina;468196;La Canchita (El Reducto);9
110396;15;Newell's Old Boys;Liga Profesional;1;52;Argentina;37523462;Estadio Nacional (El Medio);10
110398;15;Club Olimpo;Liga Profesional;1;52;Argentina;471281;Arena del Centenario (Estadio del Pueblo);3
110404;15;Banfield;Liga Profesional;1;52;Argentina;765710;Arena del Centenario (Estadio del Pueblo);6
110456;15;Valenciennes;Ligue 2;2;18;France;94983;Waldstadion (Fussballstadion);11
110500;15;Eintracht Braunschweig;2. Bundesliga;2;21;Germany;36891;Euro Park;9
110502;15;Darmstadt 98;Bundesliga;2;21;Germany;460255;Euro Park;5
110554;15;Quilmes Atlético Club;Liga Profesional;1;52;Argentina;211449;Stadio Classico;3
110556;15;Genoa;Serie A;1;27;Italy;35571;Stadion Europa (Generic Europe 2);14
110565;15;Górnik ??czna;Ekstraklasa;1;37;Poland;23738838;Town Park;2
110569;15;Dijon;Ligue 2;2;18;France;95070;Ivy Lane;9
110580;15;Rosario Central;Liga Profesional;1;52;Argentina;252;La Canchita (El Reducto);6
110596;15;FSV Frankfurt;2. Bundesliga;2;21;Germany;37624470;Stadion 23. Maj;6
110636;15;Fortuna Düsseldorf;2. Bundesliga;2;21;Germany;33212;Sanderson Park (FIFA 13 NEW generic);10
110704;15;FC Barcelona B;La Liga 2;2;45;Spain;13224996;Stadio Classico;6
110724;15;Mechelen;Jupiler Pro League;1;7;Belgium;23316;Crown Lane;8
110734;15;Crotone;Serie B;2;27;Italy;896621;Crown Lane;8
110741;15;Spezia;Serie B;2;27;Italy;37351217;Crown Lane;6
110744;15;GKS Be?chatów;Ekstraklasa;1;37;Poland;20315948;Town Park;3
110745;15;Jagiellonia Bia?ystok;Ekstraklasa;1;37;Poland;154013;Waldstadion (Fussballstadion);3
110746;15;Pogo? Szczecin;Ekstraklasa;1;37;Poland;460391;Euro Park;6
110747;15;Cracovia Kraków;Ekstraklasa;1;37;Poland;456647;Molton Road (Sheldon Stadium);4
110756;15;Arsenal Tula;Premier League;1;40;Russia;784547;Euro Park;2
110765;15;Incheon United;K League 1;1;167;Korea Republic;465969;Estadio de las Artes (Generic Stadium NG);2
110770;15;Sion;Super League;1;47;Switzerland;1846740;Court Lane;7
110781;15;León;Liga MX;1;83;Mexico;29303607;La Canchita (El Reducto);8
110822;15;FC Ufa;Premier League;1;40;Russia;170857;Town Park;2
110831;15;Lugo;La Liga 2;2;45;Spain;21072678;Court Lane;2
110832;15;Granada;La Liga;1;45;Spain;896473;Stadio Classico;14
110890;15;Crawley Town;League Two;3;14;England;3494;Town Park;5
110913;15;Waasland-Beveren;Jupiler Pro League;1;7;Belgium;60851;Court Lane;5
110915;15;Cesena;Serie B;1;27;Italy;896625;Stadion Europa (Generic Europe 2);11
110929;15;Kaizer Chiefs;Premier League;1;140;South Africa;286861;Estadio Presidente G.Lopes;7
110930;15;Orlando Pirates;Premier League;1;140;South Africa;29720314;Waldstadion (Fussballstadion);7
110975;15;Universidad Católica;Primera Division;1;55;Chile;429896;Stadio Classico;6
110976;15;Santiago Wanderers;Primera Division;1;55;Chile;471757;Arena d'Oro;4
110977;15;Unión Española;Primera Division;1;55;Chile;219788;Arena del Centenario (Estadio del Pueblo);4
110978;15;Cobresal;Primera Division;1;55;Chile;5666333;Arena d'Oro;3
110979;15;CD Cobreloa;Primera Division;1;55;Chile;463903;Arena del Centenario (Estadio del Pueblo);3
110980;15;Colo-Colo;Primera Division;1;55;Chile;474441;Estadio Nacional (El Medio);7
111022;15;Belgrano;Liga Profesional;1;52;Argentina;211391;Estadio Presidente G.Lopes;3
111065;15;Real Salt Lake;Major League Soccer;1;95;United States;524071;Stadio Classico;8
111070;15;Chivas USA;Major League Soccer;1;95;United States;;Stadion Neder;5
111083;15;Korona Kielce;Ekstraklasa;1;37;Poland;456904;Waldstadion (Fussballstadion);4
111086;15;Piast Gliwice;Ekstraklasa;1;37;Poland;4977578;Molton Road (Sheldon Stadium);2
111087;15;Podbeskidzie;Ekstraklasa;1;37;Poland;3169802;Stadion 23. Maj;3
111091;15;Lechia Gda?sk;Ekstraklasa;1;37;Poland;458915;Sanderson Park (FIFA 13 NEW generic);5
111092;15;?l?sk Wroc?aw;Ekstraklasa;1;37;Poland;154225;Waldstadion (Fussballstadion);5
111099;15;South Africa;Friendly International;;140;South Africa;896106;Estadio Presidente G.Lopes;9
111108;15;Peru;Friendly International;;59;Peru;524143;O Dromo;6
111109;15;Colombia;Friendly International;;56;Colombia;37553735;O Dromo;15
111112;15;Côte d'Ivoire;Friendly International;;108;Côte d'Ivoire;455928;Stade Kokoto (Generic Africa 2);12
111130;15;Egypt;Friendly International;;111;Egypt;455931;Stadio Comunale (Olimpico Generico);10
111132;15;UCD;Premier Division;1;25;Republic of Ireland;120550;Town Park;1
111139;15;CF Montréal;Major League Soccer;1;95;United States;37563973;Molton Road (Sheldon Stadium);6
111140;15;Portland Timbers;Major League Soccer;1;95;United States;1025473;Arena del Centenario (Estadio del Pueblo);6
111144;15;Seattle Sounders;Major League Soccer;1;95;United States;429937;Stadion Hanguk;7
111235;15;Heidenheim;Bundesliga;2;21;Germany;458978;Court Lane;4
111239;15;Ingolstadt;3. Liga;2;21;Germany;460156;Stadion Neder;7
111264;15;FC Ural Yekaterinburg;Premier League;1;40;Russia;455831;Euro Park;4
111271;15;Évian Thonon Gaillard FC;Ligue 2;1;18;France;;Euro Park;10
111277;15;Gefle IF;Allsvenskan;1;46;Sweden;19980368;Town Park;5
111285;15;Limerick FC;Premier Division;1;25;Republic of Ireland;122306;Stadion Hanguk;1
111327;15;Huachipato;Primera Division;1;55;Chile;458791;Court Lane;4
111328;15;Palestino;Primera Division;1;55;Chile;470514;Euro Park;3
111339;15;Kas?mpa?a;Super Lig;1;48;Turkey;199962;Stadio Classico;9
111340;15;Akhisar Belediyespor;Super Lig;1;48;Turkey;4243191;Stadion 23. Maj;3
111373;15;SC Magna Wiener Neustadt;Bundesliga;1;4;Austria;38879;Stadion 23. Maj;5
111393;15;Adelaide United;A-League;1;195;Australia;23302395;Crown Lane;3
111395;15;Brisbane Roar;A-League;1;195;Australia;1030239;Waldstadion (Fussballstadion);3
111396;15;Central Coast Mariners;A-League;1;195;Australia;684;Crown Lane;3
111397;15;Melbourne Victory;A-League;1;195;Australia;896782;Stade Municipal;4
111398;15;Newcastle Jets;A-League;1;195;Australia;1552268;Estadio Presidente G.Lopes;2
111399;15;Perth Glory;A-League;1;195;Australia;5224;Estadio Presidente G.Lopes;1
111400;15;Sydney;A-League;1;195;Australia;17159485;Estadio de las Artes (Generic Stadium NG);6
111451;15;Bolivia;Friendly International;;53;Bolivia;216631;Stadio Comunale (Olimpico Generico);2
111459;15;Chile;Friendly International;;55;Chile;523896;Stadio Comunale (Olimpico Generico);13
111465;15;Ecuador;Friendly International;;57;Ecuador;455728;Stadio Comunale (Olimpico Generico);11
111466;15;India;Friendly International;;159;India;467517;Stadion Olympik;1
111473;15;New Zealand;Friendly International;;198;New Zealand;323355;O Dromo;4
111487;15;Venezuela;Friendly International;;61;Venezuela;474731;Stadio Comunale (Olimpico Generico);5
111560;15;Royal Excel Mouscron;Jupiler Pro League;1;7;Belgium;34874032;Court Lane;4
111588;15;Gyeongnam FC;K League 1;1;167;Korea Republic;204;Town Park;3
111651;15;Toronto;Major League Soccer;1;95;United States;896475;Stadion 23. Maj;7
111654;15;Leones Negros de la UdeG;Liga MX;1;83;Mexico;896759;O Dromo;3
111657;15;Frosinone;Serie A;2;27;Italy;94575;Town Park;2
111674;15;Al Shabab;Pro League;1;183;Saudi Arabia;185336;King Fahd International Stadium;6
111678;15;Tijuana;Liga MX;1;83;Mexico;896766;Arena del Centenario (Estadio del Pueblo);7
111705;15;Brommapojkarna;Allsvenskan;1;46;Sweden;1453115;Euro Park;2
111706;15;Godoy Cruz;Liga Profesional;1;52;Argentina;7690084;El Libertador (La Bombastico);3
111710;15;Defensa y Justicia;Liga Profesional;1;52;Argentina;37625768;Arena del Centenario (Estadio del Pueblo);3
111715;15;Tigre;Liga Profesional;1;52;Argentina;109688;Estadio Presidente G.Lopes;4
111722;15;Deportes Tolima;Liga BetPlay;1;56;Colombia;467441;Stade Kokoto (Generic Africa 2);3
111723;15;Deportivo Pasto;Liga BetPlay;1;56;Colombia;466317;Stadion 23. Maj;3
111766;15;Wellington Phoenix;A-League;1;195;Australia;317694;O Dromo;1
111821;15;Admira;Bundesliga;1;4;Austria;26669978;Stadion 23. Maj;5
111822;15;Wolfsberger AC;Bundesliga;1;4;Austria;12066298;Euro Park;1
111835;15;Åtvidabergs FF;Allsvenskan;1;46;Sweden;1452924;Town Park;4
111928;15;San Jose Earthquakes;Major League Soccer;1;95;United States;37626398;Court Lane;6
111965;15;Athlone Town;Premier Division;1;25;Republic of Ireland;37629650;Town Park;1
111974;15;Sassuolo;Serie A;1;27;Italy;367568;Crown Lane;7
111988;15;Eski?ehirspor;Super Lig;1;48;Turkey;37428016;Arena d'Oro;9
111989;15;AC Arles Avignon;Ligue 2;2;18;France;;Euro Park;7
111993;15;Cittadella;Serie B;2;27;Italy;131125;Aloha Park (Generic Oceania 2);8
112019;15;Boyacá Chicó FC;Liga BetPlay;1;56;Colombia;236047;Akaaroa Stadium;3
112020;15;SS Virtus Lanciano;Serie B;2;27;Italy;;Stadion 23. Maj;3
112022;15;SV Grödig;Bundesliga;1;4;Austria;351097;Euro Park;3
112072;15;Mjällby;Allsvenskan;1;46;Sweden;586853;Court Lane;5
112116;15;CD O'Higgins;Primera Division;1;55;Chile;1552207;Arena d'Oro;5
112122;15;Kardemir Karabükspor;Super Lig;1;48;Turkey;37602353;Stadion Neder;9
112134;15;Philadelphia Union;Major League Soccer;1;95;United States;524291;Stadio Classico;7
112139;15;Al Nassr;Pro League;1;183;Saudi Arabia;523905;King Fahd International Stadium;5
112169;15;Falkenberg;Allsvenskan;1;46;Sweden;189568;Town Park;2
112172;15;RB Leipzig;Bundesliga;2;21;Germany;29710;Sanderson Park (FIFA 13 NEW generic);10
112199;15;Sarpsborg 08;Eliteserien;1;36;Norway;10626699;Euro Arena;5
112218;15;FC Krasnodar;Premier League;1;40;Russia;171254;Euro Arena;11
112224;15;Melbourne City;A-League;1;195;Australia;1631;Stade Municipal;3
112237;15;Varese;Serie B;2;27;Italy;1873090;Stadion 23. Maj;9
112254;15;Newport County;League Two;4;14;England;20284;Crown Lane;1
112259;15;AFC Wimbledon;League Two;4;14;England;2003;Town Park;2
112260;15;Fleetwood Town;League One;3;14;England;171725;Crown Lane;3
112276;15;US Orléans Loiret Football;Ligue 2;2;18;France;524989;Euro Park;2
112374;15;Sandnes Ulf;Eliteserien;1;36;Norway;10626576;Town Park;2
112387;15;Al Ahli Jeddah;Pro League;1;183;Saudi Arabia;5332210;Stade Kokoto (Generic Africa 2);4
112389;15;Al Faisaly;Pro League;1;183;Saudi Arabia;463146;Stade Kokoto (Generic Africa 2);2
112390;15;Al Fateh;Pro League;1;183;Saudi Arabia;2511114;Euro Park;4
112392;15;Al Raed;Pro League;1;183;Saudi Arabia;456665;Stade Kokoto (Generic Africa 2);2
112393;15;Al Taawon;Pro League;1;183;Saudi Arabia;24445026;Stade Kokoto (Generic Africa 2);2
112394;15;Hajer;Pro League;1;183;Saudi Arabia;10275528;Euro Park;1
112395;15;Najran SC;Pro League;1;183;Saudi Arabia;466097;Euro Park;3
112398;15;FC Pro Vercelli 1892;Serie B;2;27;Italy;128470;Euro Park;2
112407;15;Al Shoulla;Pro League;1;183;Saudi Arabia;37384310;Akaaroa Stadium;1
